prompt,code
"एक चार्ट में एक बटन से नया डेटा जोड़ो","<script>function addDataToChart(chart, label, data) { chart.data.labels.push(label); chart.data.datasets.forEach((dataset) => { dataset.data.push(data); }); chart.update(); }</script>"
"एक चार्ट से डेटा को हटाओ","<script>function removeDataFromChart(chart) { chart.data.labels.pop(); chart.data.datasets.forEach((dataset) => { dataset.data.pop(); }); chart.update(); }</script>"
"D3.js में एक ब्रश करने योग्य (brushable) स्कैटर प्लॉट बनाओ","<script>const brush = d3.brush().extent([[0,0],[w,h]]).on('start brush end', brushed); svg.append('g').call(brush);</script>"
"एक चार्ट को responsive बनाओ","options: { responsive: true, maintainAspectRatio: false }"
"D3.js में एक ट्रीमैप (treemap) लेआउट बनाओ","<script>const root = d3.hierarchy(data).sum(d => d.value); const treemapLayout = d3.treemap().size([500, 500]).padding(1); treemapLayout(root);</script>"
"Plotly.js का उपयोग करके एक 3D सरफेस प्लॉट बनाओ","<script src='https://cdn.plot.ly/plotly-latest.min.js'></script><div id='myDiv3D'></div><script>Plotly.newPlot('myDiv3D', data, layout);</script>"
"Chart.js में एक टाइमलाइन चार्ट बनाओ","<script>new Chart(ctx, {type:'bar', options:{indexAxis:'y', ...}})</script>"
"एक स्पार्कलाइन (Sparkline) चार्ट बनाओ",""
"एक सनबर्स्ट (Sunburst) चार्ट का कॉन्सेप्ट","// A hierarchical chart, similar to a treemap, but represented by a radial layout. Each level of the hierarchy is a ring."
"एक प्रोडक्ट कार्ड कॉम्पोनेन्ट बनाओ","<div class='product-card' style='border:1px solid #ddd; width:200px; text-align:center;'><img src='product.jpg' width='100%' alt='Product'><h3 class='product-title'>Product Name</h3><p class='product-price'>$19.99</p><button>Add to Cart</button></div>"
"एक प्रोडक्ट ग्रिड लेआउट बनाओ","<div class='product-grid' style='display:grid; grid-template-columns:repeat(auto-fit, minmax(200px, 1fr)); gap:15px;'>...product cards here...</div>"
"एक 'Add to Cart' बटन बनाओ जो एक आइटम को कार्ट में जोड़े","<button onclick=""addToCart({id: 'prod123', name: 'Cool Laptop', price: 999.99})"">Add to Cart</button><script>let shoppingCart=[]; function addToCart(product){shoppingCart.push(product); console.log('Cart:', shoppingCart);}</script>"
"शॉपिंग कार्ट में आइटम्स की संख्या दिखाने वाला एक आइकन बनाओ","<div id='cart-icon-wrapper'>🛒 Cart (<span id='cart-item-count'>0</span>)</div>"
"शॉपिंग कार्ट का UI बनाओ जिसमें आइटम्स और टोटल हो","<div class='shopping-cart-summary'><h2>Your Cart</h2><ul id='cart-items-list'><li>Laptop - $999.99</li></ul><p style='font-weight:bold;'>Total: $<span id='cart-total-price'>999.99</span></p></div>"
"जावास्क्रिप्ट में शॉपिंग कार्ट के टोटल की गणना करो","function calculateCartTotal(){\n  let total = shoppingCart.reduce((sum, item) => sum + item.price, 0);\n  document.getElementById('cart-total-price').innerText = total.toFixed(2);\n}"
"एक प्रोडक्ट की मात्रा (quantity) को बदलने के लिए एक इनपुट बनाओ","<input type='number' value='1' min='1' onchange='updateProductQuantityInCart(123, this.value)'>"
"एक चेकआउट फॉर्म का ढाँचा बनाओ","<form id='checkout-form'><fieldset><legend>Shipping Address</legend><input placeholder='Full Name'>...</fieldset><fieldset><legend>Payment Details</legend><input placeholder='Card Number'>...</fieldset><button type='submit'>Place Order</button></form>"
"प्रोडक्ट्स को फ़िल्टर करने के लिए एक साइडबार बनाओ","<aside><h3>Filters</h3><div class='filter-group'><h4>Category</h4><input type='checkbox'> Electronics<br><input type='checkbox'> Books</div></aside>"
"एक प्रोडक्ट सर्च बार बनाओ","<input type='search' placeholder='Search for products...'>"
"एक प्रोडक्ट पेज पर इमेज थंबनेल गैलरी बनाओ","<img id='main-product-image' src='img-large-1.jpg' width='300'><div class='thumbnails'><img src='img-thumb-1.jpg' onclick=""document.getElementById('main-product-image').src='img-large-1.jpg'""> <img src='img-thumb-2.jpg' onclick=""document.getElementById('main-product-image').src='img-large-2.jpg'""></div>"
"एक स्टार रेटिंग डिस्प्ले कॉम्पोनेन्ट बनाओ (जैसे 4.5 स्टार्स)","<div class='star-rating' style='color:orange;'><span>★★★★</span><span style='color:grey'>★</span> (4.5)</div>"
"एक 'Sale' (बिक्री) बैज बनाओ","<div style='position:relative; display:inline-block;'><img src='product.jpg' width='150'><span style='position:absolute; top:10px; left:10px; background:red; color:white; padding:5px; border-radius:3px;'>SALE</span></div>"
"एक 'Out of Stock' (स्टॉक में नहीं) लेबल दिखाओ","<button disabled style='background:grey; color:white;'>Out of Stock</button>"
"एक इच्छा-सूची (wishlist) में जोड़ने के लिए एक बटन बनाओ","<button onclick='addToWishlist(123)'>❤️ Add to Wishlist</button>"
"प्रोडक्ट्स को कीमत के आधार पर सॉर्ट करने के लिए एक ड्रॉपडाउन","<label>Sort by:</label><select onchange='sortProductsBy(this.value)'><option value='price_asc'>Price: Low to High</option><option value='price_desc'>Price: High to Low</option></select>"
"एक प्रोडक्ट की तुलना (compare) करने के लिए चेकबॉक्स बनाओ","<label><input type='checkbox' onchange='compareProduct(123, this.checked)'> Compare</label>"
"एक 'Quick View' मोडल (modal) बनाओ","<button onclick=""showQuickViewModal(123)"">Quick View</button>"
"एक 'Related Products' (संबंधित उत्पाद) सेक्शन बनाओ","<section><h2>Related Products</h2><div class='product-grid'>...product cards...</div></section>"
"एक ई-कॉमर्स ब्रेडक्रंब (breadcrumb) नेविगेशन बनाओ","<nav aria-label='breadcrumb'>Home > Electronics > Laptops</nav>"
"एक डिस्काउंट कूपन अप्लाई करने के लिए एक इनपुट फील्ड बनाओ","<input placeholder='Enter Coupon Code'><button>Apply Coupon</button>"
"शिपिंग विकल्पों के लिए रेडियो बटन बनाओ","<div><label><input type='radio' name='shipping_option'> Standard Shipping ($5.00)</label></div><div><label><input type='radio' name='shipping_option'> Express Shipping ($15.00)</label></div>"
"एक प्रोडक्ट ज़ूम इफ़ेक्ट बनाओ जो होवर पर काम करे","<style>.zoom-image-container:hover img{transform:scale(1.2);}</style><div class='zoom-image-container' style='width:200px; overflow:hidden;'><img src='product.jpg' style='transition:transform 0.3s;'></div>"
"एक 'Recently Viewed' (हाल ही में देखे गए) प्रोडक्ट्स का सेक्शन बनाओ","<section><h2>Your Recently Viewed Items</h2><div id='recently-viewed-items-container'></div></section>"
